,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9516129032258065,0.9589904420549582,0.9516129032258065,0.9483161663673317,0.7829638273045507,0.9654112711503884
LR,0.9274193548387096,0.9215422053336637,0.9274193548387096,0.9220749756754734,0.6877666643351752,0.9740231003325707
KNN,0.9475806451612904,0.944186046511628,0.9475806451612904,0.9433998459417026,0.7684407096171801,0.9271155502129439
