,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9314516129032258,0.9032241147133857,0.9314516129032258,0.916850637582787,0.6345036844386649,0.9507550685343985
LR,0.9112903225806451,0.906870347394541,0.9112903225806451,0.9084400622419055,0.5914332784184514,0.9608333403172252
KNN,0.9112903225806451,0.9186227394026748,0.9112903225806451,0.913947669163409,0.6200821669800154,0.8932150833448032
