,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9169993950393224,0.9307368035190615,0.9354838709677419,0.9322356423079432,0.6939216291268127,0.9547545776740711
LR,0.8910768300060496,0.9127240143369175,0.9112903225806451,0.9113381398344979,0.6034883720930233,0.9655033205976044
KNN,0.9135208711433757,0.9525796874587197,0.9556451612903226,0.9527655588139459,0.7830443772864641,0.9761587364376649
