,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9484848484848485,0.9434006363375907,0.927710843373494,0.9338066551921973,0.6963414634146341,0.9790186924972418
LR,0.9257575757575758,0.8997539453589004,0.8975903614457831,0.8949335652049623,0.5579573934837092,0.971916557896213
KNN,0.9575757575757574,0.9450023216598645,0.9397590361445783,0.9403972052593937,0.723148765843896,0.9877052057890182
