,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9360556563823353,0.9457416340066326,0.9435483870967742,0.9424418279979753,0.754351209848592,0.9612970242411459
LR,0.9118572292800968,0.9308729412198675,0.9274193548387096,0.9256142160540136,0.6923076923076923,0.9682515432890565
KNN,0.9239866908650937,0.9627643211419051,0.9516129032258065,0.9518056283212333,0.7920771326765877,0.9510421645097913
