,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.8804093567251462,0.8594736842105263,0.8625,0.8607380952380952,0.772020725388601,0.9744036220057611
LR,0.8742690058479532,0.8984311740890689,0.8875,0.8913278688524591,0.8164669895488147,0.9645758024921006
KNN,0.8573099415204679,0.9164215686274509,0.9125,0.9131311584924567,0.85721570627231,0.9699681056441357
