,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.875,0.8699107142857143,0.875,0.8707999386628501,0.7921538061834243,0.9826148176280886
LR,0.9,0.905482456140351,0.9,0.9020822814399253,0.8359815479241415,0.9634472049751056
KNN,0.8625,0.8610714285714286,0.8625,0.8593995098039215,0.7716658017644006,0.9514899161559299
