,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.925,0.9318858560794044,0.925,0.927543351815612,0.8779557589626239,0.9923273152722881
LR,0.9375,0.9417830882352941,0.9375,0.9294181308887192,0.8937865108868827,0.9947299077733861
KNN,0.975,0.9788461538461538,0.975,0.9758568438791041,0.9593185863208746,0.995185699587439
