,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9478354978354979,0.9484875711290804,0.9433962264150944,0.9445049764038151,0.9087256027554536,0.9882996632996633
LR,0.8764069264069263,0.9137466307277629,0.9056603773584906,0.9083391985418189,0.8478760045924225,0.9502260702260702
KNN,0.9387445887445887,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9075581395348837,0.9914189514189514
