,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9348484848484849,0.952826186779787,0.9397590361445783,0.9380879683116026,0.7225008358408559,0.9562686967499552
LR,0.9227272727272726,0.9418387837062534,0.9216867469879518,0.9176750317565854,0.6467506956948764,0.9680596867626944
KNN,0.9378787878787879,0.958770618331505,0.9518072289156626,0.9511328590813767,0.7731853116994023,0.9756618549354066
