,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9457831325301205,0.9555740202188061,0.9457831325301205,0.9460067401732427,0.750542661546168,0.9667320639456863
LR,0.9216867469879518,0.9418387837062534,0.9216867469879518,0.9176750317565854,0.6467506956948764,0.9680596867626944
KNN,0.927710843373494,0.9333038034490904,0.927710843373494,0.9292130094887517,0.6754114388137527,0.9260596104726191
