,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9397590361445783,0.9496341530505583,0.9397590361445783,0.9370431190798645,0.716142270861833,0.954749333944104
LR,0.9156626506024096,0.9220883534136546,0.9156626506024096,0.9133130459984267,0.6200130804447351,0.9695811967387046
KNN,0.9337349397590361,0.9435337965775507,0.9337349397590361,0.9354279185708351,0.708492975734355,0.930189309191963
