,0,1,2,3,4,5
Metrics,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
SVC,0.9377192982456141,0.9326923076923077,0.9354838709677419,0.9329926985456939,0.70286056612251,0.9568223900300392
LR,0.9135511191772535,0.9370061265316328,0.9395161290322581,0.9358399550757008,0.7328162034044388,0.9719429521903424
KNN,0.934301270417423,0.9595493285763838,0.9596774193548387,0.9593643043552665,0.8173919446285252,0.9393825742114267
